order_key,customer_key,channel_key,store_key,billing_address_key,shipping_address_key,total_amount,subtotal,tax_amount,shipping_fee,currency_code,status,order_date
39,620,2,1,307,1,14229.6,11760.0,2469.6,0.0,ARS,FULFILLED,2024-02-02 22:29:21
40,603,2,1,3134,1,71583.6,59160.0,12423.6,0.0,ARS,FULFILLED,2024-05-23 04:42:33
41,1028,1,,2288,1149,14994.0,11400.0,2394.0,1200.0,ARS,CANCELLED,2024-03-04 06:58:13
42,1005,2,3,,3,29657.1,24510.0,5147.1,0.0,ARS,FULFILLED,2024-01-14 09:59:03
43,790,1,,742,33,13914.6,10260.0,2154.6,1500.0,ARS,FULFILLED,2024-09-27 21:17:36
44,665,1,,2230,2043,48816.0,39600.0,8316.0,900.0,ARS,PAID,2024-05-21 10:46:11
45,562,1,,,1135,90435.0,73500.0,15435.0,1500.0,ARS,FULFILLED,2025-09-02 12:32:15
46,998,1,,2030,1984,44460.0,36000.0,7560.0,900.0,ARS,FULFILLED,2024-02-01 13:14:28
47,276,1,,,493,39930.0,33000.0,6930.0,0.0,ARS,FULFILLED,2024-01-12 03:01:18
48,1469,2,2,,2,13068.0,10800.0,2268.0,0.0,ARS,FULFILLED,2024-03-08 08:53:37
49,408,2,2,2369,2,28459.2,23520.0,4939.2,0.0,ARS,CREATED,2024-09-13 16:10:57
50,1360,2,2,178,2,49005.0,40500.0,8505.0,0.0,ARS,FULFILLED,2024-08-11 19:35:54
51,1423,1,,1107,665,35685.0,28500.0,5985.0,1200.0,ARS,FULFILLED,2024-07-25 00:25:00
52,741,1,,1344,1867,38252.7,30870.0,6482.7,900.0,ARS,FULFILLED,2024-09-15 06:10:33
53,969,1,,,1612,85377.6,70560.0,14817.6,0.0,ARS,FULFILLED,2024-11-04 03:12:44
54,729,1,,2599,458,33570.0,27000.0,5670.0,900.0,ARS,CANCELLED,2024-08-10 06:19:56
55,251,2,4,2469,4,14941.08,12348.0,2593.08,0.0,ARS,PAID,2024-03-16 02:19:59
56,1087,2,1,2309,1,51727.5,42750.0,8977.5,0.0,ARS,PAID,2025-07-23 20:26:45
57,659,1,,2450,1891,87140.25,71025.0,14915.25,1200.0,ARS,FULFILLED,2025-04-12 15:37:15
58,338,2,4,630,4,34394.25,28425.0,5969.25,0.0,ARS,FULFILLED,2025-02-21 05:51:12
59,1068,1,,3,2075,53953.5,43350.0,9103.5,1500.0,ARS,CANCELLED,2024-09-21 03:01:24
60,958,1,,1977,2539,77682.0,64200.0,13482.0,0.0,ARS,FULFILLED,2024-07-01 13:26:37
61,428,2,4,337,4,35283.6,29160.0,6123.6,0.0,ARS,CANCELLED,2024-02-25 20:21:42
62,1337,1,,298,88,15720.0,12000.0,2520.0,1200.0,ARS,FULFILLED,2025-03-01 10:20:56
63,1442,2,3,696,3,54450.0,45000.0,9450.0,0.0,ARS,FULFILLED,2024-12-23 12:02:28
64,939,1,,3172,410,46323.24,37044.0,7779.24,1500.0,ARS,FULFILLED,2024-05-30 10:17:58
65,1409,1,,3175,311,19168.5,14850.0,3118.5,1200.0,ARS,FULFILLED,2025-03-04 14:45:27
66,1062,1,,2637,1403,43888.8,35280.0,7408.8,1200.0,ARS,FULFILLED,2024-09-17 00:43:41
67,988,1,,1191,138,43888.8,35280.0,7408.8,1200.0,ARS,CANCELLED,2024-01-26 06:33:17
68,778,1,,1602,1252,18687.0,14700.0,3087.0,900.0,ARS,REFUNDED,2025-04-11 16:23:15
69,77,1,,1747,624,102166.35,84435.0,17731.35,0.0,ARS,PAID,2024-12-01 10:53:38
70,700,1,,1472,480,53361.0,44100.0,9261.0,0.0,ARS,FULFILLED,2024-06-12 09:38:45
71,425,1,,2747,432,15420.0,12000.0,2520.0,900.0,ARS,PAID,2025-07-25 23:51:05
72,1271,2,3,1522,3,14229.6,11760.0,2469.6,0.0,ARS,FULFILLED,2024-07-22 18:00:06
73,1129,1,,2125,2540,17018.25,12825.0,2693.25,1500.0,ARS,PAID,2024-02-02 08:20:17
74,1224,1,,485,1123,19576.35,15435.0,3241.35,900.0,ARS,PAID,2024-12-07 21:18:19
75,446,1,,3072,2068,69071.4,56340.0,11831.4,900.0,ARS,FULFILLED,2024-12-14 04:41:02
76,867,1,,1944,2685,36474.0,29400.0,6174.0,900.0,ARS,FULFILLED,2025-03-22 18:16:20
77,127,1,,423,3189,29659.2,23520.0,4939.2,1200.0,ARS,FULFILLED,2024-03-01 10:21:11
78,874,2,1,208,1,28459.2,23520.0,4939.2,0.0,ARS,PAID,2024-12-04 22:39:17
79,814,1,,374,2367,49186.5,40650.0,8536.5,0.0,ARS,FULFILLED,2025-01-09 21:43:22
80,1189,1,,2306,840,40404.0,32400.0,6804.0,1200.0,ARS,PAID,2025-09-16 02:56:19
81,584,1,,2170,69,18687.0,14700.0,3087.0,900.0,ARS,FULFILLED,2024-11-11 06:28:22
82,1433,1,,2160,953,64788.0,52800.0,11088.0,900.0,ARS,FULFILLED,2025-02-02 01:45:35
83,670,1,,2091,3103,42582.0,34200.0,7182.0,1200.0,ARS,FULFILLED,2025-09-21 10:27:35
84,464,1,,2869,842,47301.0,38100.0,8001.0,1200.0,ARS,REFUNDED,2024-02-10 17:47:09
85,535,1,,,153,19050.0,15000.0,3150.0,900.0,ARS,PAID,2024-11-25 14:26:24
86,655,1,,2539,2185,16441.08,12348.0,2593.08,1500.0,ARS,FULFILLED,2025-03-01 02:58:24
87,833,1,,855,2251,14268.0,10800.0,2268.0,1200.0,ARS,FULFILLED,2025-08-18 10:52:28
88,490,1,,1319,1449,14994.0,11400.0,2394.0,1200.0,ARS,CANCELLED,2024-12-13 04:53:42
89,360,1,,104,1460,69144.0,56400.0,11844.0,900.0,ARS,FULFILLED,2024-02-03 13:58:21
90,1227,1,,2146,1176,18442.5,14250.0,2992.5,1200.0,ARS,FULFILLED,2025-06-18 12:09:30
91,624,1,,2890,38,45458.25,36825.0,7733.25,900.0,ARS,FULFILLED,2024-01-27 19:31:23
92,228,1,,1743,2302,110342.92,91192.5,19150.42,0.0,ARS,FULFILLED,2024-02-17 18:12:47
93,770,1,,530,776,37200.0,30000.0,6300.0,900.0,ARS,FULFILLED,2024-06-13 13:46:23
94,54,2,2,2329,2,102456.75,84675.0,17781.75,0.0,ARS,FULFILLED,2024-11-14 23:26:31
95,1006,2,4,2237,4,90387.0,74700.0,15687.0,0.0,ARS,PAID,2024-12-27 03:05:36
96,247,1,,1236,1295,59897.1,48510.0,10187.1,1200.0,ARS,FULFILLED,2025-09-25 18:29:43
97,1127,2,3,1319,3,42688.8,35280.0,7408.8,0.0,ARS,FULFILLED,2025-05-23 10:43:41
98,757,2,2,2453,2,18676.35,15435.0,3241.35,0.0,ARS,FULFILLED,2024-06-12 17:56:54
99,520,1,,3135,2447,44351.1,35910.0,7541.1,900.0,ARS,FULFILLED,2025-01-16 08:09:07
100,258,1,,1515,228,14520.0,12000.0,2520.0,0.0,ARS,FULFILLED,2024-02-27 14:31:08
101,467,1,,1636,1889,28909.08,23148.0,4861.08,900.0,ARS,CANCELLED,2024-07-30 11:35:40
102,3,1,,2640,223,44460.0,36000.0,7560.0,900.0,ARS,PAID,2024-03-30 02:45:40
103,334,1,,2620,2867,43888.8,35280.0,7408.8,1200.0,ARS,FULFILLED,2024-11-19 07:00:43
104,802,2,3,553,3,37243.8,30780.0,6463.8,0.0,ARS,CREATED,2024-03-25 03:53:52
105,999,1,,255,3052,37500.0,30000.0,6300.0,1200.0,ARS,REFUNDED,2024-03-23 20:55:17
106,176,1,,462,2444,27336.0,21600.0,4536.0,1200.0,ARS,FULFILLED,2024-05-12 04:27:32
107,801,1,,607,2960,19050.0,15000.0,3150.0,900.0,ARS,FULFILLED,2025-02-08 08:09:53
108,1113,1,,751,1947,42064.2,34020.0,7144.2,900.0,ARS,FULFILLED,2024-05-22 03:56:26
109,810,2,4,,4,56029.05,46305.0,9724.05,0.0,ARS,FULFILLED,2025-07-04 04:11:46
110,581,2,4,704,4,39930.0,33000.0,6930.0,0.0,ARS,FULFILLED,2024-04-22 08:18:05
111,1284,2,2,3026,2,82364.7,68070.0,14294.7,0.0,ARS,CANCELLED,2025-06-04 21:13:13
112,1333,1,,2902,1880,19876.35,15435.0,3241.35,1200.0,ARS,FULFILLED,2024-12-20 15:47:41
113,24,2,2,806,2,92891.7,76770.0,16121.7,0.0,ARS,PAID,2025-02-28 17:43:31
114,1222,2,1,1895,1,15652.56,12936.0,2716.56,0.0,ARS,CANCELLED,2024-01-21 02:59:29
115,63,2,1,2180,1,11761.2,9720.0,2041.2,0.0,ARS,PAID,2024-09-17 08:06:28
116,1078,1,,2864,3,27636.0,21600.0,4536.0,1500.0,ARS,REFUNDED,2024-02-19 00:47:44
117,1091,1,,2787,2613,49116.0,39600.0,8316.0,1200.0,ARS,FULFILLED,2024-07-01 10:24:47
118,524,1,,3173,1258,30240.0,24000.0,5040.0,1200.0,ARS,FULFILLED,2025-01-19 22:11:52
119,1229,1,,1458,2394,47857.68,38808.0,8149.68,900.0,ARS,FULFILLED,2025-08-16 15:04:32
120,458,2,4,2845,4,17787.0,14700.0,3087.0,0.0,ARS,FULFILLED,2025-07-16 11:54:38
121,68,1,,1466,1657,14229.6,11760.0,2469.6,0.0,ARS,FULFILLED,2024-04-18 21:41:14
122,959,2,4,2706,4,45520.2,37620.0,7900.2,0.0,ARS,FULFILLED,2024-12-20 05:03:44
123,356,2,1,3167,1,43560.0,36000.0,7560.0,0.0,ARS,FULFILLED,2025-08-30 14:57:49
124,530,1,,1284,5,18987.0,14700.0,3087.0,1200.0,ARS,CANCELLED,2025-06-24 08:51:53
125,1420,1,,1268,3008,67367.64,54684.0,11483.64,1200.0,ARS,FULFILLED,2024-02-06 12:15:32
126,279,2,3,954,3,62073.0,51300.0,10773.0,0.0,ARS,FULFILLED,2024-07-09 08:16:06
127,779,2,3,206,3,18150.0,15000.0,3150.0,0.0,ARS,FULFILLED,2024-06-12 02:24:10
128,1383,1,,3141,2117,69988.5,56850.0,11938.5,1200.0,ARS,FULFILLED,2024-02-28 13:19:21
129,1189,1,,885,1356,101470.2,82620.0,17350.2,1500.0,ARS,CANCELLED,2025-04-20 09:16:05
130,1016,1,,1995,3040,76858.8,62280.0,13078.8,1500.0,ARS,FULFILLED,2025-09-17 22:24:46
131,595,2,3,164,3,14701.5,12150.0,2551.5,0.0,ARS,PAID,2025-05-21 02:27:57
132,902,2,4,2020,4,47916.0,39600.0,8316.0,0.0,ARS,FULFILLED,2024-01-25 03:24:41
133,317,1,,2601,2546,33216.6,26460.0,5556.6,1200.0,ARS,FULFILLED,2024-07-26 17:23:51
134,1229,2,2,,2,18150.0,15000.0,3150.0,0.0,ARS,FULFILLED,2024-06-14 15:46:34
135,279,2,3,63,3,75358.8,62280.0,13078.8,0.0,ARS,FULFILLED,2024-01-06 02:05:46
136,1498,2,4,2609,4,39930.0,33000.0,6930.0,0.0,ARS,PAID,2024-05-30 07:35:31
137,140,1,,2026,1773,34485.0,28500.0,5985.0,0.0,ARS,FULFILLED,2025-01-20 19:30:04
138,1115,1,,462,2545,14229.6,11760.0,2469.6,0.0,ARS,PAID,2024-11-15 23:46:06
139,1240,1,,1477,1704,42882.0,34200.0,7182.0,1500.0,ARS,PAID,2024-01-03 08:23:39
140,590,1,,1328,1036,17535.0,13500.0,2835.0,1200.0,ARS,FULFILLED,2024-04-06 23:11:09
141,645,2,3,1878,3,16008.3,13230.0,2778.3,0.0,ARS,FULFILLED,2025-02-17 21:56:48
142,545,2,1,2477,1,14374.8,11880.0,2494.8,0.0,ARS,REFUNDED,2024-11-30 21:24:24
143,1208,1,,3064,1955,62854.26,50706.0,10648.26,1500.0,ARS,REFUNDED,2025-06-25 13:32:09
144,551,2,1,1113,1,80586.0,66600.0,13986.0,0.0,ARS,FULFILLED,2024-06-06 00:59:40
145,569,2,1,214,1,35937.0,29700.0,6237.0,0.0,ARS,CANCELLED,2024-02-09 12:30:14
146,1305,1,,,3178,37800.0,30000.0,6300.0,1500.0,ARS,FULFILLED,2025-07-19 14:47:44
147,280,1,,194,2731,100951.88,82687.5,17364.38,900.0,ARS,FULFILLED,2024-05-05 01:52:36
148,1338,1,,,1472,72701.4,59340.0,12461.4,900.0,ARS,FULFILLED,2024-12-07 21:23:08
149,84,1,,592,2447,43888.8,35280.0,7408.8,1200.0,ARS,FULFILLED,2025-06-21 18:11:01
150,655,1,,81,1117,17235.0,13500.0,2835.0,900.0,ARS,FULFILLED,2025-01-21 22:14:19
151,513,2,4,3049,4,39131.4,32340.0,6791.4,0.0,ARS,FULFILLED,2025-05-30 23:20:50
152,884,2,3,849,3,42688.8,35280.0,7408.8,0.0,ARS,FULFILLED,2024-04-16 17:06:04
153,385,2,2,1553,2,11761.2,9720.0,2041.2,0.0,ARS,FULFILLED,2024-01-08 00:18:03
154,723,2,2,752,2,13068.0,10800.0,2268.0,0.0,ARS,CANCELLED,2025-06-10 16:56:57
155,110,2,1,2113,1,51455.25,42525.0,8930.25,0.0,ARS,PAID,2024-07-01 13:02:42
156,1197,1,,2708,3125,15420.0,12000.0,2520.0,900.0,ARS,FULFILLED,2024-02-12 00:38:46
157,833,2,2,1194,2,51727.5,42750.0,8977.5,0.0,ARS,FULFILLED,2024-10-29 15:18:07
158,371,2,3,1185,3,71692.5,59250.0,12442.5,0.0,ARS,CANCELLED,2025-01-26 15:50:11
159,905,2,1,1807,1,36300.0,30000.0,6300.0,0.0,ARS,FULFILLED,2024-04-24 23:37:56
160,389,1,,3180,307,16141.08,12348.0,2593.08,1200.0,ARS,FULFILLED,2024-07-14 06:58:24
161,1299,2,4,,4,35574.0,29400.0,6174.0,0.0,ARS,FULFILLED,2024-06-13 10:29:35
162,725,1,,,2912,55350.0,45000.0,9450.0,900.0,ARS,FULFILLED,2024-10-21 00:31:01
163,645,2,4,161,4,27588.0,22800.0,4788.0,0.0,ARS,PAID,2025-07-31 20:20:03
164,584,1,,984,136,27036.0,21600.0,4536.0,900.0,ARS,FULFILLED,2024-02-24 10:30:38
165,436,1,,3083,2762,77130.0,63000.0,13230.0,900.0,ARS,FULFILLED,2025-02-22 06:18:41
166,293,1,,2895,2361,29959.2,23520.0,4939.2,1500.0,ARS,FULFILLED,2025-08-27 08:06:56
167,1065,1,,,2496,53744.25,43425.0,9119.25,1200.0,ARS,FULFILLED,2025-07-27 20:39:32
168,1234,1,,1645,2706,58172.85,47085.0,9887.85,1200.0,ARS,CANCELLED,2025-01-18 13:44:54
169,400,1,,2133,2527,50205.0,40500.0,8505.0,1200.0,ARS,CANCELLED,2024-02-26 20:28:31
170,251,1,,,1329,14268.0,10800.0,2268.0,1200.0,ARS,FULFILLED,2024-07-08 20:03:47
171,764,2,4,,4,36300.0,30000.0,6300.0,0.0,ARS,PAID,2024-03-29 08:07:40
172,1490,1,,2733,2557,15429.6,11760.0,2469.6,1200.0,ARS,CREATED,2025-02-27 13:25:36
173,181,1,,607,1805,28488.0,22800.0,4788.0,900.0,ARS,FULFILLED,2024-05-07 09:39:45
174,693,1,,1849,1635,39315.0,31500.0,6615.0,1200.0,ARS,FULFILLED,2025-06-16 15:40:09
175,672,2,2,2475,2,14229.6,11760.0,2469.6,0.0,ARS,FULFILLED,2024-09-07 01:13:23
176,786,1,,1699,2161,15420.0,12000.0,2520.0,900.0,ARS,PAID,2024-05-31 19:23:40
177,1347,2,2,1260,2,17968.5,14850.0,3118.5,0.0,ARS,FULFILLED,2025-02-25 07:13:53
178,628,1,,,868,16718.25,12825.0,2693.25,1200.0,ARS,FULFILLED,2024-11-23 21:44:13
179,1485,2,2,3036,2,16335.0,13500.0,2835.0,0.0,ARS,PAID,2025-05-03 06:20:13
180,805,1,,1866,2735,88746.0,72600.0,15246.0,900.0,ARS,FULFILLED,2025-08-12 08:58:40
181,445,1,,2685,753,31692.0,25200.0,5292.0,1200.0,ARS,FULFILLED,2024-05-21 07:44:42
182,560,1,,2249,83,29359.2,23520.0,4939.2,900.0,ARS,FULFILLED,2024-11-12 19:15:20
183,403,1,,1525,2607,31546.8,25080.0,5266.8,1200.0,ARS,FULFILLED,2024-09-08 21:03:06
184,693,2,1,1838,1,32670.0,27000.0,5670.0,0.0,ARS,PAID,2024-10-26 15:02:26
185,274,2,2,2613,2,16335.0,13500.0,2835.0,0.0,ARS,PAID,2025-05-11 05:25:54
186,804,1,,600,944,73611.24,59844.0,12567.24,1200.0,ARS,FULFILLED,2024-07-18 22:03:50
187,1495,1,,2585,1364,14694.0,11400.0,2394.0,900.0,ARS,FULFILLED,2024-07-30 17:31:33
188,48,2,1,2002,1,39204.0,32400.0,6804.0,0.0,ARS,REFUNDED,2025-02-12 20:45:02
189,661,2,3,2869,3,32670.0,27000.0,5670.0,0.0,ARS,FULFILLED,2025-08-23 17:59:12
190,984,1,,3020,1812,45723.24,37044.0,7779.24,900.0,ARS,PAID,2024-05-02 13:34:34
191,1384,1,,1811,1972,14229.6,11760.0,2469.6,0.0,ARS,PAID,2024-06-05 16:15:54
192,788,1,,1179,206,106896.24,88344.0,18552.24,0.0,ARS,CANCELLED,2025-09-16 20:00:12
193,456,2,2,1133,2,14520.0,12000.0,2520.0,0.0,ARS,PAID,2024-03-08 16:48:50
194,427,1,,,695,40404.0,32400.0,6804.0,1200.0,ARS,FULFILLED,2024-02-15 04:24:55
195,866,1,,913,2574,54450.0,45000.0,9450.0,0.0,ARS,FULFILLED,2025-09-13 14:18:48
196,371,1,,352,600,56666.4,45840.0,9626.4,1200.0,ARS,FULFILLED,2025-02-28 05:52:06
197,1000,1,,1481,1384,37500.0,30000.0,6300.0,1200.0,ARS,FULFILLED,2025-08-14 22:25:58
198,1404,1,,2536,795,14268.0,10800.0,2268.0,1200.0,ARS,FULFILLED,2024-04-09 00:49:19
199,1159,1,,,788,36183.6,29160.0,6123.6,900.0,ARS,FULFILLED,2024-02-03 12:21:07
200,1040,1,,,2797,59280.0,48000.0,10080.0,1200.0,ARS,FULFILLED,2025-03-19 13:29:11
201,464,1,,2887,2537,27036.0,21600.0,4536.0,900.0,ARS,FULFILLED,2024-09-25 16:00:56
202,166,1,,1631,2941,50749.5,40950.0,8599.5,1200.0,ARS,REFUNDED,2024-11-16 21:49:12
203,1056,2,3,1262,3,43560.0,36000.0,7560.0,0.0,ARS,FULFILLED,2025-03-27 16:10:42
204,925,2,3,2299,3,39204.0,32400.0,6804.0,0.0,ARS,FULFILLED,2024-11-17 23:47:20
205,488,1,,678,257,50205.0,40500.0,8505.0,1200.0,ARS,CANCELLED,2025-01-27 12:03:58
206,903,1,,459,898,17787.0,14700.0,3087.0,0.0,ARS,FULFILLED,2024-09-30 10:39:53
207,70,1,,1448,1092,29659.2,23520.0,4939.2,1200.0,ARS,PAID,2025-07-26 06:57:55
208,1459,1,,,1330,15841.08,12348.0,2593.08,900.0,ARS,FULFILLED,2025-05-07 08:30:13
209,500,2,2,1838,2,53905.5,44550.0,9355.5,0.0,ARS,FULFILLED,2025-04-11 20:08:06
210,361,1,,370,1297,31692.0,25200.0,5292.0,1200.0,ARS,FULFILLED,2025-04-03 02:36:42
211,476,1,,683,2590,17835.0,13500.0,2835.0,1500.0,ARS,FULFILLED,2025-03-20 15:20:10
212,1400,2,1,1780,1,80803.8,66780.0,14023.8,0.0,ARS,REFUNDED,2025-07-19 23:54:49
213,945,1,,106,886,15129.6,11760.0,2469.6,900.0,ARS,FULFILLED,2025-02-18 13:52:44
214,1443,1,,1390,900,20557.5,15750.0,3307.5,1500.0,ARS,FULFILLED,2024-04-16 02:19:09
215,1430,1,,2114,2687,28342.8,22680.0,4762.8,900.0,ARS,FULFILLED,2024-07-19 23:42:13
216,1330,1,,613,1579,62628.15,51015.0,10713.15,900.0,ARS,FULFILLED,2024-01-29 19:10:09
217,274,1,,3105,506,19866.75,15675.0,3291.75,900.0,ARS,FULFILLED,2025-05-10 12:35:04
218,1251,2,2,455,2,72554.62,59962.5,12592.12,0.0,ARS,FULFILLED,2024-04-05 10:08:16
219,176,1,,299,550,39750.6,31860.0,6690.6,1200.0,ARS,FULFILLED,2024-07-04 15:57:47
220,42,2,2,1205,2,54450.0,45000.0,9450.0,0.0,ARS,PAID,2024-06-12 19:28:12
221,582,1,,1139,1933,14694.0,11400.0,2394.0,900.0,ARS,FULFILLED,2025-09-21 02:23:58
222,4,2,1,73,1,28459.2,23520.0,4939.2,0.0,ARS,FULFILLED,2025-05-07 07:54:39
223,569,2,2,2286,2,26136.0,21600.0,4536.0,0.0,ARS,FULFILLED,2024-08-30 13:00:53
224,157,2,1,708,1,27442.8,22680.0,4762.8,0.0,ARS,PAID,2024-12-24 00:04:43
225,649,1,,230,311,50205.0,40500.0,8505.0,1200.0,ARS,FULFILLED,2025-03-22 13:07:04
226,1230,1,,55,1403,41164.2,34020.0,7144.2,0.0,ARS,FULFILLED,2025-08-05 09:56:58
227,197,1,,3115,2867,36483.6,29160.0,6123.6,1200.0,ARS,FULFILLED,2024-07-16 19:12:34
228,731,1,,1940,2594,43888.8,35280.0,7408.8,1200.0,ARS,FULFILLED,2024-07-17 23:54:57
229,506,1,,2901,2647,43588.8,35280.0,7408.8,900.0,ARS,FULFILLED,2025-03-27 04:05:29
230,751,2,2,3016,2,16335.0,13500.0,2835.0,0.0,ARS,CANCELLED,2025-04-10 13:54:59
231,485,1,,201,1341,40104.0,32400.0,6804.0,900.0,ARS,FULFILLED,2024-12-29 11:56:27
232,823,1,,2287,57,58072.5,47250.0,9922.5,900.0,ARS,PAID,2024-06-08 16:32:56
233,680,1,,2906,1497,45892.56,36936.0,7756.56,1200.0,ARS,PAID,2025-02-21 21:34:52
234,417,1,,531,2093,19050.0,15000.0,3150.0,900.0,ARS,FULFILLED,2024-11-19 08:54:06
235,677,1,,1685,2205,29659.2,23520.0,4939.2,1200.0,ARS,FULFILLED,2025-05-28 23:24:47
236,1327,2,2,2411,2,26136.0,21600.0,4536.0,0.0,ARS,CANCELLED,2024-10-02 10:20:21
237,593,2,1,,1,29040.0,24000.0,5040.0,0.0,ARS,FULFILLED,2025-01-04 07:17:21
238,606,2,1,1048,1,43560.0,36000.0,7560.0,0.0,ARS,FULFILLED,2024-11-14 19:03:35
239,137,2,2,2139,2,25613.28,21168.0,4445.28,0.0,ARS,PAID,2025-03-22 06:27:32
240,487,1,,1298,1637,63408.6,51660.0,10848.6,900.0,ARS,FULFILLED,2024-02-20 05:28:37
241,909,1,,179,2066,48090.0,39000.0,8190.0,900.0,ARS,REFUNDED,2024-10-20 17:29:14
242,179,2,1,2962,1,71874.0,59400.0,12474.0,0.0,ARS,FULFILLED,2024-10-11 10:32:46
243,183,1,,1611,2017,46023.24,37044.0,7779.24,1200.0,ARS,CANCELLED,2025-08-15 20:50:08
244,536,1,,2922,827,19965.0,16500.0,3465.0,0.0,ARS,FULFILLED,2025-06-08 09:40:04
245,1341,2,1,,1,24829.2,20520.0,4309.2,0.0,ARS,FULFILLED,2024-09-13 02:03:43
246,378,2,1,,1,48823.5,40350.0,8473.5,0.0,ARS,REFUNDED,2025-05-08 00:51:09
247,548,1,,476,537,74596.5,61650.0,12946.5,0.0,ARS,CANCELLED,2025-09-27 13:13:06
248,757,1,,116,3131,19576.35,15435.0,3241.35,900.0,ARS,FULFILLED,2024-12-02 02:46:27
249,522,2,4,2139,4,13068.0,10800.0,2268.0,0.0,ARS,FULFILLED,2024-10-26 11:08:17
250,1384,2,3,290,3,47916.0,39600.0,8316.0,0.0,ARS,FULFILLED,2024-04-19 07:55:19
