order_item_key,customer_key,channel_key,store_key,product_key,quantity,unit_price,order_date
118,464,1,,2,1,16500.0,2024-02-10 17:47:09
119,464,1,,1,2,12000.0,2024-02-10 17:47:09
120,535,1,,2,1,15000.0,2024-11-25 14:26:24
121,655,1,,1,1,12600.0,2025-03-01 02:58:24
122,833,1,,1,1,12000.0,2025-08-18 10:52:28
123,490,1,,1,1,12000.0,2024-12-13 04:53:42
124,360,1,,2,2,15000.0,2024-02-03 13:58:21
125,360,1,,2,2,15000.0,2024-02-03 13:58:21
126,1227,1,,2,1,15000.0,2025-06-18 12:09:30
127,624,1,,1,2,12000.0,2024-01-27 19:31:23
128,624,1,,2,1,13500.0,2024-01-27 19:31:23
129,228,1,,2,3,15750.0,2024-02-17 18:12:47
130,228,1,,2,3,15750.0,2024-02-17 18:12:47
131,770,1,,2,2,15000.0,2024-06-13 13:46:23
132,54,2,2,2,3,15000.0,2024-11-14 23:26:31
133,54,2,2,1,2,12000.0,2024-11-14 23:26:31
134,54,2,2,2,1,16500.0,2024-11-14 23:26:31
135,1006,2,4,1,3,12000.0,2024-12-27 03:05:36
136,1006,2,4,2,3,13500.0,2024-12-27 03:05:36
137,247,1,,2,3,16500.0,2025-09-25 18:29:43
138,1127,2,3,1,3,12000.0,2025-05-23 10:43:41
139,757,2,2,2,1,15750.0,2024-06-12 17:56:54
140,520,1,,1,3,12600.0,2025-01-16 08:09:07
141,258,1,,1,1,12000.0,2024-02-27 14:31:08
142,467,1,,1,1,10800.0,2024-07-30 11:35:40
143,467,1,,1,1,12600.0,2024-07-30 11:35:40
144,3,1,,1,3,12000.0,2024-03-30 02:45:40
145,334,1,,1,3,12000.0,2024-11-19 07:00:43
146,802,2,3,1,3,10800.0,2024-03-25 03:53:52
147,999,1,,2,2,15000.0,2024-03-23 20:55:17
148,176,1,,1,2,12000.0,2024-05-12 04:27:32
149,801,1,,2,1,15000.0,2025-02-08 08:09:53
150,1113,1,,1,3,12600.0,2024-05-22 03:56:26
151,810,2,4,2,3,15750.0,2025-07-04 04:11:46
152,581,2,4,1,2,12000.0,2024-04-22 08:18:05
153,581,2,4,1,1,12000.0,2024-04-22 08:18:05
154,1284,2,2,1,2,12000.0,2025-06-04 21:13:13
155,1284,2,2,2,3,16500.0,2025-06-04 21:13:13
156,1333,1,,2,1,15750.0,2024-12-20 15:47:41
157,24,2,2,1,3,12600.0,2025-02-28 17:43:31
158,24,2,2,2,3,15000.0,2025-02-28 17:43:31
159,1222,2,1,1,1,13200.0,2024-01-21 02:59:29
160,63,2,1,1,1,10800.0,2024-09-17 08:06:28
161,1078,1,,1,2,12000.0,2024-02-19 00:47:44
162,1091,1,,1,3,13200.0,2024-07-01 10:24:47
163,524,1,,1,2,12000.0,2025-01-19 22:11:52
164,1229,1,,1,3,13200.0,2025-08-16 15:04:32
165,458,2,4,2,1,15000.0,2025-07-16 11:54:38
166,68,1,,1,1,12000.0,2024-04-18 21:41:14
167,959,2,4,1,3,13200.0,2024-12-20 05:03:44
168,356,2,1,1,3,12000.0,2025-08-30 14:57:49
169,530,1,,2,1,15000.0,2025-06-24 08:51:53
170,1420,1,,1,1,10800.0,2024-02-06 12:15:32
171,1420,1,,2,3,15000.0,2024-02-06 12:15:32
172,279,2,3,2,3,15000.0,2024-07-09 08:16:06
173,279,2,3,1,1,12000.0,2024-07-09 08:16:06
174,779,2,3,2,1,15000.0,2024-06-12 02:24:10
175,1383,1,,2,2,15000.0,2024-02-28 13:19:21
176,1383,1,,2,2,15750.0,2024-02-28 13:19:21
177,1189,1,,1,1,10800.0,2025-04-20 09:16:05
178,1189,1,,2,3,15000.0,2025-04-20 09:16:05
179,1189,1,,1,3,12000.0,2025-04-20 09:16:05
180,1016,1,,1,3,12000.0,2025-09-17 22:24:46
181,1016,1,,2,2,15000.0,2025-09-17 22:24:46
182,595,2,3,2,1,13500.0,2025-05-21 02:27:57
183,902,2,4,1,3,13200.0,2024-01-25 03:24:41
184,317,1,,2,2,13500.0,2024-07-26 17:23:51
185,1229,2,2,2,1,15000.0,2024-06-14 15:46:34
186,279,2,3,1,3,12000.0,2024-01-06 02:05:46
187,279,2,3,2,2,15000.0,2024-01-06 02:05:46
188,1498,2,4,1,1,12000.0,2024-05-30 07:35:31
189,1498,2,4,1,2,10800.0,2024-05-30 07:35:31
190,140,1,,2,2,15000.0,2025-01-20 19:30:04
191,1115,1,,1,1,12000.0,2024-11-15 23:46:06
192,1240,1,,1,3,12000.0,2024-01-03 08:23:39
193,590,1,,2,1,15000.0,2024-04-06 23:11:09
194,645,2,3,2,1,13500.0,2025-02-17 21:56:48
195,545,2,1,1,1,13200.0,2024-11-30 21:24:24
196,1208,1,,2,1,15000.0,2025-06-25 13:32:09
197,1208,1,,1,1,13200.0,2025-06-25 13:32:09
198,1208,1,,1,2,12000.0,2025-06-25 13:32:09
199,551,2,1,1,3,12000.0,2024-06-06 00:59:40
200,551,2,1,1,3,12000.0,2024-06-06 00:59:40
201,569,2,1,2,2,16500.0,2024-02-09 12:30:14
202,1305,1,,2,2,15000.0,2025-07-19 14:47:44
203,280,1,,2,3,15750.0,2024-05-05 01:52:36
204,280,1,,1,3,12600.0,2024-05-05 01:52:36
205,1338,1,,2,2,16500.0,2024-12-07 21:23:08
206,1338,1,,2,2,15000.0,2024-12-07 21:23:08
207,84,1,,1,3,12000.0,2025-06-21 18:11:01
208,655,1,,2,1,15000.0,2025-01-21 22:14:19
209,513,2,4,2,2,16500.0,2025-05-30 23:20:50
210,884,2,3,1,3,12000.0,2024-04-16 17:06:04
211,385,2,2,1,1,10800.0,2024-01-08 00:18:03
212,723,2,2,1,1,12000.0,2025-06-10 16:56:57
213,110,2,1,2,3,15750.0,2024-07-01 13:02:42
214,1197,1,,1,1,12000.0,2024-02-12 00:38:46
215,833,2,2,2,3,15000.0,2024-10-29 15:18:07
216,371,2,3,1,1,12000.0,2025-01-26 15:50:11
217,371,2,3,2,3,15750.0,2025-01-26 15:50:11
218,905,2,1,2,2,15000.0,2024-04-24 23:37:56
219,389,1,,1,1,12600.0,2024-07-14 06:58:24
220,1299,2,4,2,2,15000.0,2024-06-13 10:29:35
221,725,1,,2,3,15000.0,2024-10-21 00:31:01
222,645,2,4,1,2,12000.0,2025-07-31 20:20:03
223,584,1,,1,2,10800.0,2024-02-24 10:30:38
224,436,1,,1,3,12000.0,2025-02-22 06:18:41
225,436,1,,2,2,15000.0,2025-02-22 06:18:41
226,293,1,,1,2,12000.0,2025-08-27 08:06:56
227,1065,1,,2,1,15000.0,2025-07-27 20:39:32
228,1065,1,,2,2,15750.0,2025-07-27 20:39:32
229,1234,1,,2,1,13500.0,2025-01-18 13:44:54
230,1234,1,,1,1,10800.0,2025-01-18 13:44:54
231,1234,1,,1,2,12000.0,2025-01-18 13:44:54
232,400,1,,2,3,13500.0,2024-02-26 20:28:31
233,251,1,,1,1,12000.0,2024-07-08 20:03:47
234,764,2,4,2,2,15000.0,2024-03-29 08:07:40
235,1490,1,,1,1,12000.0,2025-02-27 13:25:36
236,181,1,,1,2,12000.0,2024-05-07 09:39:45
237,693,1,,2,2,15750.0,2025-06-16 15:40:09
238,672,2,2,1,1,12000.0,2024-09-07 01:13:23
239,786,1,,1,1,12000.0,2024-05-31 19:23:40
240,1347,2,2,2,1,16500.0,2025-02-25 07:13:53
241,628,1,,2,1,13500.0,2024-11-23 21:44:13
242,1485,2,2,2,1,15000.0,2025-05-03 06:20:13
243,805,1,,2,3,15000.0,2025-08-12 08:58:40
244,805,1,,2,2,15000.0,2025-08-12 08:58:40
245,445,1,,1,2,12600.0,2024-05-21 07:44:42
246,560,1,,1,2,12000.0,2024-11-12 19:15:20
247,403,1,,1,2,13200.0,2024-09-08 21:03:06
248,693,2,1,2,2,13500.0,2024-10-26 15:02:26
249,274,2,2,2,1,15000.0,2025-05-11 05:25:54
250,804,1,,1,3,12600.0,2024-07-18 22:03:50
251,804,1,,1,2,12000.0,2024-07-18 22:03:50
252,1495,1,,1,1,12000.0,2024-07-30 17:31:33
253,48,2,1,1,3,12000.0,2025-02-12 20:45:02
254,661,2,3,2,2,15000.0,2025-08-23 17:59:12
255,984,1,,1,3,12600.0,2024-05-02 13:34:34
256,1384,1,,1,1,12000.0,2024-06-05 16:15:54
257,788,1,,2,3,15000.0,2025-09-16 20:00:12
258,788,1,,1,1,12000.0,2025-09-16 20:00:12
259,788,1,,1,3,12600.0,2025-09-16 20:00:12
260,456,2,2,1,1,12000.0,2024-03-08 16:48:50
261,427,1,,1,3,12000.0,2024-02-15 04:24:55
262,866,1,,1,1,12000.0,2025-09-13 14:18:48
263,866,1,,1,3,12000.0,2025-09-13 14:18:48
264,371,1,,2,1,15000.0,2025-02-28 05:52:06
265,371,1,,2,2,16500.0,2025-02-28 05:52:06
266,1000,1,,2,2,15000.0,2025-08-14 22:25:58
267,1404,1,,1,1,12000.0,2024-04-09 00:49:19
268,1159,1,,1,3,10800.0,2024-02-03 12:21:07
269,1040,1,,1,2,13200.0,2025-03-19 13:29:11
270,1040,1,,1,2,12000.0,2025-03-19 13:29:11
271,464,1,,1,1,12000.0,2024-09-25 16:00:56
272,464,1,,1,1,12000.0,2024-09-25 16:00:56
273,166,1,,1,1,12600.0,2024-11-16 21:49:12
274,166,1,,2,2,15750.0,2024-11-16 21:49:12
275,1056,2,3,1,3,12000.0,2025-03-27 16:10:42
276,925,2,3,1,3,12000.0,2024-11-17 23:47:20
277,488,1,,2,1,15000.0,2025-01-27 12:03:58
278,488,1,,2,2,15000.0,2025-01-27 12:03:58
279,903,1,,2,1,15000.0,2024-09-30 10:39:53
280,70,1,,1,2,12000.0,2025-07-26 06:57:55
281,1459,1,,1,1,12600.0,2025-05-07 08:30:13
282,500,2,2,2,3,16500.0,2025-04-11 20:08:06
283,361,1,,1,2,12600.0,2025-04-03 02:36:42
284,476,1,,2,1,15000.0,2025-03-20 15:20:10
285,1400,2,1,1,3,12000.0,2025-07-19 23:54:49
286,1400,2,1,2,2,15750.0,2025-07-19 23:54:49
287,945,1,,1,1,12000.0,2025-02-18 13:52:44
288,1443,1,,2,1,15750.0,2024-04-16 02:19:09
289,1430,1,,1,2,12600.0,2024-07-19 23:42:13
290,1330,1,,2,3,13500.0,2024-01-29 19:10:09
291,1330,1,,1,1,13200.0,2024-01-29 19:10:09
292,274,1,,2,1,16500.0,2025-05-10 12:35:04
293,1251,2,2,2,1,15750.0,2024-04-05 10:08:16
294,1251,2,2,2,3,15000.0,2024-04-05 10:08:16
295,176,1,,1,1,10800.0,2024-07-04 15:57:47
296,176,1,,1,2,12000.0,2024-07-04 15:57:47
297,42,2,2,1,1,12000.0,2024-06-12 19:28:12
298,42,2,2,1,3,12000.0,2024-06-12 19:28:12
299,582,1,,1,1,12000.0,2025-09-21 02:23:58
300,4,2,1,1,2,12000.0,2025-05-07 07:54:39
301,569,2,2,1,2,12000.0,2024-08-30 13:00:53
302,157,2,1,1,2,12600.0,2024-12-24 00:04:43
303,649,1,,2,3,15000.0,2025-03-22 13:07:04
304,1230,1,,1,3,12600.0,2025-08-05 09:56:58
305,197,1,,1,3,10800.0,2024-07-16 19:12:34
306,731,1,,1,3,12000.0,2024-07-17 23:54:57
307,506,1,,1,3,12000.0,2025-03-27 04:05:29
308,751,2,2,2,1,15000.0,2025-04-10 13:54:59
309,485,1,,1,3,12000.0,2024-12-29 11:56:27
310,823,1,,2,3,15750.0,2024-06-08 16:32:56
311,680,1,,1,1,13200.0,2025-02-21 21:34:52
312,680,1,,1,2,12000.0,2025-02-21 21:34:52
313,417,1,,2,1,15000.0,2024-11-19 08:54:06
314,677,1,,1,2,12000.0,2025-05-28 23:24:47
315,1327,2,2,1,2,12000.0,2024-10-02 10:20:21
316,593,2,1,1,1,12000.0,2025-01-04 07:17:21
317,593,2,1,1,1,12000.0,2025-01-04 07:17:21
318,606,2,1,1,3,12000.0,2024-11-14 19:03:35
319,137,2,2,1,2,10800.0,2025-03-22 06:27:32
320,487,1,,1,1,12600.0,2024-02-20 05:28:37
321,487,1,,2,3,13500.0,2024-02-20 05:28:37
322,909,1,,2,2,15000.0,2024-10-20 17:29:14
323,909,1,,1,1,12000.0,2024-10-20 17:29:14
324,179,2,1,2,2,15000.0,2024-10-11 10:32:46
325,179,2,1,1,3,12000.0,2024-10-11 10:32:46
326,183,1,,1,3,12600.0,2025-08-15 20:50:08
327,536,1,,2,1,16500.0,2025-06-08 09:40:04
328,1341,2,1,1,2,10800.0,2024-09-13 02:03:43
329,378,2,1,2,1,15000.0,2025-05-08 00:51:09
330,378,2,1,2,2,13500.0,2025-05-08 00:51:09
331,548,1,,1,3,12000.0,2025-09-27 13:13:06
332,548,1,,2,2,13500.0,2025-09-27 13:13:06
333,757,1,,2,1,15750.0,2024-12-02 02:46:27
334,522,2,4,1,1,12000.0,2024-10-26 11:08:17
335,1384,2,3,1,3,13200.0,2024-04-19 07:55:19
336,473,1,,2,3,15750.0,2024-09-21 10:33:48
337,1316,2,3,1,3,12000.0,2024-03-15 03:55:16
338,1356,2,1,2,3,15000.0,2024-03-02 17:29:06
339,266,1,,1,2,12600.0,2025-04-23 10:25:30
340,266,1,,1,2,12000.0,2025-04-23 10:25:30
341,1359,2,2,1,2,10800.0,2024-10-13 05:27:13
342,843,1,,2,1,15000.0,2024-08-13 02:28:16
343,599,1,,1,2,12000.0,2024-10-01 05:52:27
344,1048,2,1,2,2,15000.0,2025-05-30 14:07:49
345,1048,2,1,2,2,15000.0,2025-05-30 14:07:49
346,319,1,,2,2,15000.0,2024-12-26 23:32:30
347,846,1,,1,2,13200.0,2025-09-04 10:28:53
348,1491,1,,2,2,16500.0,2024-12-12 00:31:19
349,79,1,,1,2,12000.0,2025-08-14 21:42:26
350,748,1,,1,3,12000.0,2024-11-18 19:38:35
351,537,1,,2,3,15000.0,2024-12-31 19:25:31
352,303,2,2,1,1,12600.0,2025-08-19 08:26:01
353,303,2,2,2,3,15750.0,2025-08-19 08:26:01
354,1065,1,,1,3,13200.0,2024-04-27 04:48:14
355,1065,1,,1,1,13200.0,2024-04-27 04:48:14
356,606,1,,1,2,12000.0,2025-05-07 10:36:52
357,606,1,,2,1,16500.0,2025-05-07 10:36:52
358,553,1,,2,2,15000.0,2024-02-29 01:23:56
359,656,1,,1,1,12000.0,2025-03-14 10:48:01
360,786,1,,2,3,15750.0,2024-10-13 18:12:43
361,786,1,,1,2,12000.0,2024-10-13 18:12:43
362,663,2,1,1,1,12000.0,2024-02-16 09:33:22
363,833,1,,1,3,12000.0,2024-02-12 23:19:32
364,833,1,,1,3,12000.0,2024-02-12 23:19:32
365,844,1,,1,2,13200.0,2024-10-25 21:34:38
366,720,1,,1,3,12000.0,2024-03-01 21:39:25
367,169,2,1,1,2,12000.0,2024-09-28 05:34:23
368,169,2,1,2,3,13500.0,2024-09-28 05:34:23
369,969,1,,1,1,12000.0,2024-06-21 23:19:57
370,969,1,,1,1,12000.0,2024-06-21 23:19:57
371,268,2,4,1,2,12000.0,2025-05-26 19:31:40
372,122,2,1,2,2,15000.0,2024-10-14 06:28:37
373,122,2,1,1,1,12000.0,2024-10-14 06:28:37
374,617,1,,1,2,10800.0,2025-03-04 17:56:56
375,608,1,,2,3,15000.0,2025-08-15 18:39:20
376,732,2,1,2,1,15000.0,2024-07-20 19:57:11
377,732,2,1,1,1,12600.0,2024-07-20 19:57:11
378,211,1,,1,2,12000.0,2025-03-11 16:52:34
379,211,1,,1,2,10800.0,2025-03-11 16:52:34
380,475,1,,1,2,10800.0,2024-12-28 03:28:46
381,949,1,,2,1,13500.0,2025-07-21 05:39:50
382,426,2,2,2,2,15000.0,2024-03-09 13:44:42
383,426,2,2,2,2,15000.0,2024-03-09 13:44:42
384,386,1,,2,1,15000.0,2024-10-30 22:12:14
385,500,1,,2,2,15000.0,2024-07-11 04:57:19
386,677,2,1,2,3,15000.0,2025-06-17 09:51:10
387,33,2,1,1,1,12000.0,2025-02-01 18:03:56
388,194,1,,2,3,15750.0,2025-02-26 16:12:11
389,194,1,,2,2,13500.0,2025-02-26 16:12:11
390,78,1,,1,1,12000.0,2024-11-04 11:56:09
391,78,1,,2,3,13500.0,2024-11-04 11:56:09
392,78,1,,1,3,13200.0,2024-11-04 11:56:09
393,102,1,,2,3,16500.0,2024-10-17 15:01:08
394,1072,2,4,2,1,15000.0,2025-04-29 10:38:07
395,1072,2,4,1,1,12600.0,2025-04-29 10:38:07
396,754,1,,1,2,12000.0,2025-08-21 17:47:42
397,195,1,,1,3,12000.0,2024-04-22 11:27:50
398,862,2,4,1,2,10800.0,2025-03-27 00:46:52
399,240,2,2,2,1,15000.0,2024-06-28 12:04:05
400,682,2,1,2,3,15000.0,2025-08-11 01:05:27
401,849,2,1,1,3,12000.0,2024-11-04 05:51:55
402,807,2,3,1,3,12000.0,2024-05-06 18:32:30
403,901,1,,1,3,12000.0,2024-11-19 11:32:25
404,901,1,,1,1,12000.0,2024-11-19 11:32:25
405,61,1,,1,2,12000.0,2024-05-06 02:06:15
406,1082,1,,2,2,13500.0,2025-08-07 18:57:52
407,1082,1,,2,2,16500.0,2025-08-07 18:57:52
408,1286,2,3,1,3,12000.0,2024-03-16 23:03:26
409,1416,1,,2,1,15000.0,2024-03-15 15:57:51
410,1416,1,,2,3,15750.0,2024-03-15 15:57:51
411,1416,1,,2,3,13500.0,2024-03-15 15:57:51
412,979,1,,1,2,12600.0,2025-04-13 08:23:31
413,800,1,,2,3,15000.0,2024-04-29 02:04:28
414,800,1,,1,2,13200.0,2024-04-29 02:04:28
415,800,1,,2,1,15000.0,2024-09-12 19:02:18
416,757,1,,2,1,15000.0,2024-03-27 22:35:18
417,1194,2,1,1,3,12600.0,2024-04-09 03:44:55
418,673,1,,1,2,12000.0,2025-01-04 06:32:45
419,1266,2,2,2,2,15750.0,2025-01-07 14:43:16
420,7,2,2,2,2,15750.0,2025-02-23 16:09:03
421,1040,2,3,2,3,15000.0,2025-05-19 21:05:53
422,1040,2,3,2,1,15000.0,2025-05-19 21:05:53
423,873,1,,2,1,15000.0,2024-10-15 05:46:27
424,873,1,,1,1,12000.0,2024-10-15 05:46:27
425,1336,1,,2,1,15750.0,2025-05-05 03:09:01
426,1336,1,,2,2,15000.0,2025-05-05 03:09:01
427,708,2,1,2,1,15750.0,2025-04-27 15:42:15
428,708,2,1,2,3,15000.0,2025-04-27 15:42:15
429,380,1,,2,2,16500.0,2024-08-16 16:27:24
430,634,2,4,1,1,12600.0,2024-10-06 02:46:46
431,578,1,,1,1,12000.0,2024-04-20 06:29:45
432,1479,1,,2,1,15000.0,2025-08-18 03:45:44
433,1479,1,,2,1,15000.0,2025-08-18 03:45:44
434,1399,1,,2,3,15000.0,2025-08-02 08:12:50
435,1399,1,,2,2,16500.0,2025-08-02 08:12:50
436,522,2,4,1,3,10800.0,2024-11-20 17:14:29
437,247,2,1,1,2,10800.0,2025-04-01 23:13:07
438,247,2,1,1,2,12600.0,2025-04-01 23:13:07
439,96,2,4,2,2,16500.0,2025-01-11 15:52:32
440,96,2,4,1,2,12600.0,2025-01-11 15:52:32
441,798,2,2,1,2,13200.0,2024-10-14 13:04:08
442,21,1,,1,3,12000.0,2024-06-16 15:06:25
443,21,1,,1,3,12000.0,2024-06-16 15:06:25
444,1236,1,,1,2,12600.0,2025-01-09 08:07:28
445,130,1,,2,3,13500.0,2025-02-10 21:56:23
446,130,1,,2,2,15000.0,2025-02-10 21:56:23
447,169,1,,1,3,13200.0,2024-03-15 11:29:09
448,973,2,2,1,2,12000.0,2024-12-14 09:37:58
449,1449,1,,2,3,15000.0,2024-12-24 08:30:16
450,1449,1,,2,1,15750.0,2024-12-24 08:30:16
451,210,1,,1,3,12000.0,2025-09-17 18:50:29
452,210,1,,2,1,15000.0,2025-09-17 18:50:29
453,737,1,,1,1,13200.0,2024-12-16 07:27:44
454,1350,1,,1,2,12000.0,2025-05-07 03:30:02
455,1350,1,,1,3,12000.0,2025-05-07 03:30:02
456,170,1,,2,3,16500.0,2024-02-10 20:22:45
457,170,1,,1,1,12000.0,2024-02-10 20:22:45
458,217,1,,1,1,12000.0,2024-07-19 06:43:12
459,217,1,,1,2,13200.0,2024-07-19 06:43:12
460,254,1,,2,1,15000.0,2024-09-12 01:56:03
461,1400,1,,2,2,13500.0,2024-03-22 09:06:07
462,1400,1,,1,1,12000.0,2024-03-22 09:06:07
463,1213,1,,2,3,15000.0,2025-05-08 06:56:58
464,1410,1,,1,1,12000.0,2024-08-05 18:48:50
465,128,2,2,1,2,12600.0,2024-12-21 11:45:16
466,499,1,,2,1,15000.0,2024-10-06 10:08:07
467,494,1,,1,1,12600.0,2024-08-11 01:43:35
468,494,1,,1,1,12000.0,2024-08-11 01:43:35
469,755,1,,2,2,16500.0,2024-07-23 04:32:16
